"File name","process name","ressult process"
"1899_02_08_BCN_DB_M_34_003.jpg","(OCR)","[OK]"
"1899_02_09_BCN_DB_M_34_000.jpg","(OCR)","[OK]"
"1899_02_09_BCN_DB_M_34_001.jpg","(OCR)","[ERROR]"
"1899_02_09_BCN_DB_M_34_002.jpg","(OCR)","[OK]"
"1899_02_09_BCN_DB_M_34_003.jpg","(OCR)","[OK]"
"1899_02_09_BCN_DB_M_34_004.jpg","(OCR)","[OK]"
"1899_02_09_BCN_DB_M_34_005.jpg","(OCR)","[OK]"
"1899_02_09_BCN_DB_M_34_006.jpg","(OCR)","[OK]"
"1899_02_09_BCN_DB_M_35_000.jpg","(OCR)","[OK]"
"1899_02_09_BCN_DB_M_35_001.jpg","(OCR)","[ERROR]"
"1899_02_09_BCN_DB_M_35_002.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_M_34_000.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_M_34_001.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_M_34_002.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_M_34_003.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_M_34_004.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_M_34_005.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_T_07_001.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_T_07_002.jpg","(OCR)","[ERROR]"
"1899_02_10_BCN_DB_T_07_003.jpg","(OCR)","[OK]"
"1899_02_10_BCN_DB_T_07_004.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_M_24_000.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_M_24_001.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_M_24_002.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_M_24_003.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_M_27_000.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_M_27_001.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_M_27_002.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_M_27_003.jpg","(OCR)","[ERROR]"
"1899_02_11_BCN_DB_M_27_004.jpg","(OCR)","[ERROR]"
"1899_02_11_BCN_DB_M_27_005.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1899_02_11_BCN_DB_T_07_001.jpg","(OCR)","[OK]"
"1899_02_12_BCN_DB_U_36_000.jpg","(OCR)","[OK]"
"1899_02_12_BCN_DB_U_36_001.jpg","(OCR)","[ERROR]"
"1899_02_12_BCN_DB_U_36_002.jpg","(OCR)","[OK]"
"1899_02_13_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1899_02_13_BCN_DB_T_07_001.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_M_35_000.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_M_35_001.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_M_35_002.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_M_35_003.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_M_35_004.jpg","(OCR)","[ERROR]"
"1899_02_14_BCN_DB_M_35_005.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_M_35_006.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_T_07_001.jpg","(OCR)","[ERROR]"
"1899_02_14_BCN_DB_T_07_002.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_T_07_003.jpg","(OCR)","[OK]"
"1899_02_14_BCN_DB_T_07_004.jpg","(OCR)","[ERROR]"
"1899_02_14_BCN_DB_T_07_005.jpg","(OCR)","[OK]"
"1899_02_15_BCN_DB_U_34_000.jpg","(OCR)","[OK]"
"1899_02_15_BCN_DB_U_34_001.jpg","(OCR)","[OK]"
"1899_02_15_BCN_DB_U_34_002.jpg","(OCR)","[OK]"
"1899_02_16_BCN_DB_M_26_000.jpg","(OCR)","[OK]"
"1899_02_16_BCN_DB_M_26_001.jpg","(OCR)","[OK]"
"1899_02_16_BCN_DB_M_26_002.jpg","(OCR)","[OK]"
"1899_02_16_BCN_DB_M_26_003.jpg","(OCR)","[ERROR]"
